,moves,explanation
4415,e4 d5 exd5 Qxd5 Nc3 Qe6+ Be2 Nc6 Nf3 Nf6 O-O h6 Re1 Qd6 Bb5 e6 d4 a6 Ba4 b5 Bb3 Nb4 a3 Nbd5 Nxd5 Nxd5 Ne5 Be7 Qf3 Rf8 c4 bxc4 Nxc4 Qc6 Na5 Qb5 Bxd5 exd5 b4 Bb7 Nxb7 Qxb7 Qe3 c6 Qe5 f6 Qe6 g5 f4 Rd8 fxg5 hxg5 Qf5 Qb6 Bb2 a5 Bc3 Rf7 Qg6 a4 Qg8+ Rf8 Qg6+ Rf7 Qg8+ Rf8 Qg7 Rd7 Qg6+ Rf7 Qf5 Qc7 Re6 Qf4 Qxf4 gxf4 Bd2 Rd6 Rae1 Rxe6 Rxe6 Kf8 Bxf4 f5 Rxc6 Bf6 Be5 Bxe5 dxe5 Re7 b5 Rxe5 b6 Re1+ Kf2 Rb1 Rd6 Rb2+ Kf3 Ke7 Rxd5 Rxb6 Rxf5 Rb3+ Kg4 Rxa3 Rf3 Rxf3 Kxf3 a3 h4 a2 h5 a1=Q h6 Qh8 g4 Qxh6 Kg3 Qg5 Kh3 Kf6 Kg3 Ke5 Kf3 Qf4+ Kg2 Qxg4+ Kh2 Kf4 Kh1 Kf3 Kh2 Qg2#,
4416,d4 d6 c4 Nd7 e4 Ngf6 Nc3 g6 h3 Bg7 f4 O-O e5 dxe5 fxe5 Ne8 Nf3 c6 Be3 Nc7 Qe2 f6 e6 Nb6 d5 cxd5 Bxb6 axb6 cxd5 Nxd5 Rd1 Nf4 Rxd8 Nxe2 Rxf8+ Kxf8 Bxe2 Bxe6 O-O f5 a3 Bxc3 bxc3 Rxa3 Nd4 Bd7 Rc1 e5 Nf3 e4 Ne5 Ba4 g4 Ra2 Kf2 Bb5 Re1 Ke7 Ke3 Ba6 Nc4 Rc2 Kd4 b5 Ne3 Rd2+ Kc5 f4 Nd5+ Ke6 Nc7+ Ke5 Bxb5 Bxb5 Nxb5 f3 Rf1 Kf4 Nd4 Kg3,
4417,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 b5 Bb3 Nd4 c3 Nxb3 Qxb3 Qxd5 Qxd5 Nxd5 d3 Bf5 d4 exd4 cxd4 f6 Nf3 Bb4+ Bd2 Bd6 Nc3 Nb4 O-O Nc2 Rac1 Bd3 Rfd1 O-O Ne1 Nxe1 Bxe1 Bf4 Bd2 Bd6 Be1 Bf4 Bd2 Bd6 Be1,
4418,d4 d6 Nf3 Nd7 e3 Ngf6 c4 g6 Nc3 Bg7 Bd3 O-O e4 b6 O-O Bb7 e5 Bxf3 Qxf3 dxe5 dxe5 Nxe5 Qe3 Nxd3 Rd1 Qe8 Rxd3 Rd8 Nd5 Nxd5 cxd5 e6 dxe6 Rxd3 exf7+ Kxf7 Qxe8+ Rxe8 Be3 Bxb2 Rb1 Bd4 Bf4 c5 g3 Re6 a4 Be5 Bg5 Bc3 Bf4 Bb4 Bb8 a6 Bc7 b5 axb5 axb5 Bf4 Re1+ Rxe1 Bxe1 Kf1 Bd2 Ke2 Bxf4 Kxd3 Be5 f4 Bd4 Kc2 Ke6 Kb3 Kd5 h3 c4+ Kb4 c3 Kb3 b4 g4 Ke4 f5 gxf5 gxf5 Kxf5 Kxb4 c2,
4419,e4 d6 Nf3 Nd7 Bb5 Nf6 Bxd7+ Bxd7 e5 dxe5 Nxe5 Bb5 c4 Ba6 b4 b6 b5 Bb7 O-O e6 Ba3 Bxa3 Nxa3 O-O Qc2 Qd6 Nc6 Qxa3 d4 Qd6 d5 Bxc6 dxc6 Rfd8 Rad1 Qf4 Rxd8+ Rxd8 Rd1 Rd4 Rxd4 Qxd4 a4 Qa1+ Qc1,
4420,e4 e5 Nf3 Nc6 Bc4 Be7 Nc3 Nf6 Ng5 O-O d3 h6 Nf3 d6 O-O Nh7 Nd5 Bg4 Nxe7+ Qxe7 c3 Ng5 Bxg5 hxg5 h3 Bd7 Bb3 a6 Qd2 g4 Ng5 gxh3 Nxh3 Bxh3 gxh3 Qh4 Qe3 Na5 Bd1 f5 Qg3 Qh6 exf5 Rxf5 Bg4 Rf6 b4 Nc6 Kh2 Raf8 f3 Ne7 Rg1 Rf4 Rae1 Nf5 Qf2 Nh4 Qe3 Nf5 Qd2 Qh4 Re4 Nh6 Rxf4 Rxf4 Qg2 Nxg4+ Kh1 Nf2+ Kh2 Rf7 Rf1 Nxd3 Qd2 Nf4,
4421,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qe2 f5 d3 Bb4+ c3 Bd6 dxe4 Bxe5 exf5 d6 Bf4 O-O Bxe5 Re8 Qc4+ Kh8 Be2 Rxe5 O-O Rxf5 Bg4 Rg5 Bxc8 Qxc8 f4 Rh5 Nd2 d5 Qe2 Rh6 f5 Qf8 Rae1 Qf6 Qe8+ Qf8 Qxf8#,
4422,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6 e5 Qe7 Qe2 Nd5 c4 Ba6 b3 Qh4 a3 Bc5 g3 Bxf2+ Qxf2 Qe4+ Kd1 Qxh1 Nd2 O-O Bb2 d6 Kc2 dxe5 Bh3 Ne3+ Qxe3 Qxh2 Bd7 Bb7 Qxe5 Qh6 Rh1 f6 Qe6+,
4423,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 Qe2 Nc5 Rd1 Nxb3 axb3 Qc8 Nc3 Nb4 Nd4 Bg4 f3 Be6 Nxe6 fxe6 Be3 c5 Bf2 Be7 Na2 Qc6 c3 Nxa2 Rxa2 Kf7 Rda1 g6 f4 Kg7 Qg4 Bd8 Bh4 Qb6 Bxd8 Rhxd8 Kh1 d4 cxd4 cxd4 Qg5 Rf8 h4 d3 h5 Rf5 h6+ Kg8 Qe7 Rh5+,
4424,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 exd4 Re1 f5 Nbd2 Bb4 Nxe4 Bxe1 Bg5 Ne7 Nc5 b5 Qxd4 Ba5 Qxg7 Rf8 Qxh7 d6 Bb3 dxc5 Qh5+ Kd7 Ne5+ Kd6 Rd1+ Nd5 Rxd5+ Ke6 Rxd8+,
4425,d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 g6 Nc3 Bxa6 Nf3 Bg7 g3 O-O Bg2 d6 O-O Nbd7 Qc2 Qb6 Re1 Qb7 h3 Nxd5 Nxd5 Qxd5 Nh4 Qd4 Bxa8 Rxa8 Nf3 Qb4 a3 Qb5 Rb1 Bb7 Bd2 Nf6 e4 Qc6 Re3 Nxe4 h4 Nxd2 Qxd2 Bh6 Rbe1 Qxf3,
4426,e4 d6 Bc4 Nf6 Nc3 e6 Nf3 d5 exd5 exd5 Bb3 Be7 O-O d4 Ne2 c5 d3 Nc6 Ng3 O-O Re1 Bd6 Bg5 Bxg3 hxg3 h6 Bd2 Re8 Rxe8+ Qxe8 Qf1 Bf5 Re1 Qb8 Bf4 Qf8 Ne5 Nd8 Qe2 Ne8 Qf3 Be6 Bxe6 fxe6 Qg4 Qf5 Qxf5 exf5 Nd7 Kf7 Nxc5 Rc8 Nb3 Rxc2 Nxd4 Rc5 Nf3 Nc6 d4 Rb5 b3 Ra5 Re2 Kf8 Ne5 Nxd4 Rd2 Nc6 Nxc6 bxc6 Rc2 Ke7 Rxc6 Rxa2 b4 Ra4 Be3 Rxb4 Bxa7 Kd7 Rc5 Nd6 Re5 Rb5 Re1 Ra5 Bd4 g5 Bg7 h5 Bf6 g4 Re7+ Kc8 Rh7 Ra2 Rxh5 Kd7 Be5 Ne4 Rxf5 Ra5 Rf4 Rxe5 Rxg4 Nc3 Rc4 Re1+ Kh2 Ne4 f3 Ng5 Rc5 Nh7 g4 Ra1 Kg3 Kd6 Rb5 Nf6 g5 Nd5 Rb8 Ke6 Rf8 Ra6 Kg4 Ke7 Rb8 Ra3 f4 Ra2 g3 Ne3+ Kh5 Rg2 g4 Nxg4 f5 Ne5 Rb7+ Kf8 g6 Ng4 Kg5 Kg8 Rb4 Ne3+ Kf6 Nd5+,
4427,e4 g6 d4 Bg7 Nc3 d6 Nf3 c6 a4 Nf6 h3 a5 Be2 O-O Be3 Na6 O-O Nb4 Nd2 Ne8 Nc4 d5 Ne5 Nc7 Bf3 Bxe5 dxe5 d4 Bxd4 Nxc2 Qxc2 Qxd4 Nd5 cxd5 Qxc7 dxe4 Rfd1 Qb4 Be2 Qxb2 Bb5 e3 fxe3 Qb4 Rab1 Qh4 Be2 Qg5 Kf2 b6 Rxb6 Qh4+ g3 Qxa4 Qxe7 Be6 Rd4 Qc2 Rf4 Rad8 Rd6 Rb8 Rd1 Rb2 Re1 h6 g4 Qb3 Qa7 Rc8 Qxa5 Rcc2 Qa4 Qd5 Rd4 Qxe5 Qa8+ Bc8 Kf1 Qxe3 Rd8+ Kh7 Qf3 Qe6 Rxc8 Rxc8 Bd3 Qd7 Rd1 Rc3 Bxg6+ Kxg6 Qe4+ f5 Rd6+ Qxd6,
4428,e4 c5 Nf3 Nc6 Nc3 g6 d4 cxd4 Nxd4 Bg7 Be3 Nf6 Bc4 Qa5 O-O O-O Bb3 d6 h3 Bd7 Re1 Rac8 Qd3 b6 Rad1 Rfe8 a3 Ne5 Qe2 Nc6 Nf3 Qh5 Bf4 h6 e5 dxe5 Bxe5 g5 Bxf6 exf6 Qa6 Be6 Bxe6 fxe6 Nb5 Rcd8 Rxd8 Rxd8 Nxa7 Ra8 Rxe6 Nd4 Re7 Rd8 Qxb6 Rd5 Nxd4 Qd1+ Kh2 Qxd4 Qxd4 Rxd4 Re2 f5 Nc6 Rd1 Ne7+ Kf7 Nxf5 Kg6 g4 Bxb2 Re6+ Kf7 Rc6 Rf1 Nxh6+ Ke8 Kg2 Kd7 Rc4 Ra1 a4 Ke6 Nf5 Be5 Nd4+ Kd5 Rb4 Bxd4 c4+ Kc6 Rb5 Bc5 a5 Ra2 h4 gxh4 Kh3 Rc2 Kxh4 Bxf2+ Kh5 Rxc4 Rf5 Bd4 g5 Rc2 Kg6 Re2 Kf7 Kd6 g6 Rc2 Rb5 Rf2+ Kg8 Rg2 Kf7 Rc2 Rb6+ Bxb6 axb6 Rf2+ Ke8 Rb2 g7 Rg2 Kf8 Rg1 b7 Kc7 g8=Q Rxg8+ Kxg8 Kxb7,
4429,e4 c6 d4 d5 exd5 cxd5 c4 e6 Nf3 Nf6 Nc3 Bb4 cxd5 Nxd5 Bd2 Nc6 Bd3 h6 a3 Be7 O-O O-O Qc1 f5 Nxd5 Qxd5 Qc4 Bf6 Rfd1 Rd8 Bc3 a6 Qxd5 Rxd5 Bc4 Rd8 d5 exd5 Bxd5+ Kf8 Bxf6 gxf6 Rac1 Bd7 b4 Rac8 Nh4 Kg7 Bxc6 bxc6 h3 f4 Rd3 Be8 Nf5+ Kh7 Rd6 Kg6 Ne7+ Kf7 Nxc8 Rxc8 Re1 Rc7 f3 Ra7 Rde6 Bd7 Re7+ Kf8 Rh7,
4430,d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 e3 O-O Bd3 c5 cxd5 exd5 O-O Nc6 dxc5 Bxc5 a3 Bg4 Be2 Bd6 Nb5 Bb8 b4 a6 Nbd4 Ne4 Bb2 Re8 Rc1 Qf6 Ba1 Qg6 Nxc6 bxc6 Nd4 Bh3 Bf3 Bd7 Ne2 Ng5 Ng3 Qd6 Qd4 Nxf3+ gxf3 Qg6 Kh1 f6 Rg1 Re7 Qh4 Kf8 Nh5 Qf5 Qg4 Qg6 Qxg6 hxg6 Rxg6 Be8 Rxg7 Bxh5 Rxe7 Bxf3+ Kg1 Kxe7 Rxc6 Be5 Bxe5 fxe5 Rh6 Rc8 h4 Rc4 Rxa6 Rxh4 Ra7+ Kf6 Ra6+ Kg7 Ra7+ Kh6 Ra6+ Kh7,
4431,e4 c5 Nc3 Nc6 Bc4 Nf6 f4 e6 d3 d5 Bb5 dxe4 dxe4 Qxd1+ Kxd1 Bd7 Nf3 Be7 h3 a6 Bd3 O-O e5 Nd5 Nxd5 exd5 g4 Rae8 c3 c4 Bc2 f6 exf6 gxf6 Be3 Ba3 Kd2 Bxb2 Rab1 Bxc3+ Ke2 d4 Rxb7 Rxe3+ Kf2 Nb8 Rhb1 Bc6 Rxb8 Rxf3+ Kg1 d3 Bd1 Rxh3 Rxf8+,
4432,e4 e6 d4 d5 Nc3 Bb4 e5 Ne7 Qg4 c5 a3 Qa5 axb4 Qxa1 Qd1 Nbc6 bxc5 Nxd4 Nge2 Ndc6 f4 Bd7 g3 Qa5 Be3 Nf5 Bf2 d4,
4433,d4 Nf6 c4 c5 d5 b5 Nd2 Bb7 Qb3 Qb6 e4 bxc4 Qc2 d6 Nxc4 Qc7 Nf3 e6 Qa4+ Nbd7 Na5 exd5 Nd2 dxe4 Bb5 Be7 Nxb7 Qxb7 O-O O-O Bc6 Qc7 Bxa8 Rxa8 Nxe4 d5 Ng5 h6 Nh3 Bd6 g3 Ne5 f4 Nc4 Qc2 Ne4 Nf2 Nxf2 Qxf2 Re8 Rd1 d4 b3 Nb6 Re1 Rxe1+ Qxe1 d3 Qe8+ Kh7 Bb2 c4 Qe3 c3 Qxd3+ Kg8 Qxc3 Bc5+ Kf1 f5 Rd1 Qb7 Qxc5 Qh1+ Qg1 Qf3+ Ke1 Qe4+ Kd2 Nd5 Qxa7 Qg2+ Kc1,
4434,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 d4 Nd6 Bxc6 dxc6 dxe5 Nf5 Qxd8+ Kxd8 Nc3 Bd7 Bf4 Ke8 Rfd1 Be6 Rd2 Rd8 Rxd8+ Kxd8 Rd1+ Ke8 a3 a6 Ne4 Bd5 Re1 Kd7 a4 h5 b3 Bb4 Re2 c5 c4 Bxe4 Rxe4 Rd8 Kf1 Bc3 Ke2 Ke6 Ng5+ Ke7 Nf3 Rd7 h3 Bb2 g4 Nd4+ Nxd4 Rxd4 Rxd4 Bxd4 gxh5 Kd7 f3 Ke6 Kd3 Kf5 e6 Kxe6 Bxc7 Bf6 Ke4 Be7 Be5 Bf8 Bb8 g6 hxg6 fxg6 Kf4 Kf6 Be5+ Kf7 Kg4 Ke6 f4 Be7 h4 Bd8 h5 gxh5+ Kxh5 Kf5 Kh6 Ba5 Bd6 Bc3 Bxc5 Kxf4 Kg6 Ke5 Kf7 a5 Ke7 Ke4 Kd7 Kd3 Kc7 Kc2 Kxb7 Kxb3 Bb6 Kxc4 Ka6 Be1 Bxa5 Bf2 Bc7,
4435,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5 h6 Be3 e5 d5 a5 Qd2 Kh7 c5 Na6 cxd6 cxd6 f3 b6 Rc1 Nc5 b3 Nh5 Nb5 Ba6 Bc4 f5 exf5 gxf5 Ne2 Qe7 a4 Rae8 O-O f4 Bf2 Kh8 Qc2 e4 Bxc5 bxc5 Qxe4 Qxe4 fxe4 Bxb5 axb5 Rxe4 Bd3 Re3 Rf3 Be5 Rc4 Kg7 Kf2 Nf6 Nxf4 Rxf3+ gxf3 Bxf4 Rxf4 Nxd5 Re4 Nb6 Rg4+ Kf7 Rg6 Rd8 Be4 a4 bxa4 Nxa4 Bf5 c4 Bc2 Nc5 Rxh6 d5 h4 Ne6 b6 d4 Bf5 Ng7 Bg4 d3 f4 c3 b7 d2 Rc6,
4436,d4 e5 dxe5 Nc6 Nc3 Nxe5 a3 Nf6 f4 Nc6 e3 d5 Be2 Bc5 Na4 Bd6 Nf3 a6 b3 b5 Nc3 O-O b4 Re8 O-O Ne7 Ng5 h6 e4 hxg5 e5 Nf5 g4 Nh4 exd6 Qxd6 f5 Qb6+ Rf2 Bb7 Bxg5 d4 h3 dxc3 Bxh4 Ne4 Bf3 Qh6 Bg3 Nxf2 Bxf2 Rad8 Qc1 Qxc1+ Rxc1 Bxf3 Kh2 Rd2 Kg3 Bd1 Ba7 Bxc2 Kf4 Re4+ Kf3 Rc4 f6 Be4+ Kf4 gxf6 Ke3 Rd3+ Ke2 Rxh3 Be3 Rh2+ Bf2 c2 Ke3 Bg6 a4 bxa4 b5 axb5 Be1 Rh1 Kf2 b4 Kf3 Be4+ Ke2 b3 Bf2 Rxc1 Be3 Rd1 g5 fxg5,
4437,Nf3 Nf6 c4 d5 cxd5 Nxd5 Nc3 Nc6 e4 Ndb4 d4 Nxd4 Nxd4 Qxd4 Bf4 c6 Qe2 Bg4 f3 Be6 Qf2 Rd8 a3 Qxf2+ Kxf2 Nc2 Rc1 Nd4 h4 h5 Ne2 Nxe2 Bxe2 g6 Be3 Bh6 b4 Bxe3+ Kxe3 Rd6 b5 Kd8 Rc3 Kc7 Rhc1 Rhd8 a4 Ba2 bxc6 Rxc6 g4 hxg4 fxg4 Rxc3+ Rxc3+ Kb8 a5 Rh8 h5 gxh5 Ra3 Be6 gxh5 Rh6 Kf4 f6 Rg3 Bf7 Rg1 e5+ Ke3 Rh7 a6 bxa6 Rh1 a5 h6 a4 Ba6 a3 Rc1 Rh8 Rb1+ Kc7 Rb7+ Kd8 Rb8+ Ke7 Rc8 Rxc8 Bxc8 a2 h7 a1=Q h8=Q Qe1+ Kf3 Qf1+ Ke3 Qf4+ Kd3 Qc1 Ba6 Qa3+ Kc2 Qxa6 Qa8 Qa1 Qb7+ Kf8 Qc6 Kg7 Qd7 Qa2+ Kc1 Qc4+ Kd2 Qxe4 Qxa7 f5,
4438,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Be7 d3 Na5 Bb5 a6 Ba4 b5 Bb3 d6 Bg5 Nd7 h4 Nb6 Qd2 h6 Be3 c5 Nd5 Bb7 Qxa5 Nxd5 Qxd8+ Bxd8 exd5 Rc8 c4 Ba5+ Bd2 b4 Ba4+ Ke7 O-O f5 Rfe1 Kf6 h5 Rcg8 Nh4 g5 hxg6 Bd8 f4 Bc8 fxe5+ dxe5 Rf1 a5 Bd1 f4 Bh5 Kg5 g7 Rh7 Ng6 Kxh5 Nxe5 Rhxg7 Rf2 Bh3 Bxf4 Bxg2 Kh2 Bh4 Re2 Bf6 Rg1 Bxe5 Bxe5 Re7 Rgxg2 Rxg2+ Kxg2 Kg4 Kf2 h5 d6 Rf7+ Kg2 h4 Re4+ Kg5 Bh2 Rg7 Kh3 Kf5 Rxh4 Rd7 Rf4+ Kg5 Rg4+ Kh5 Re4 Kg5 Re5+ Kf6 Rxc5 Ke6 Rxa5 Rxd6 Bxd6,
4439,e4 c5 Nf3 Nc6 a3 e6 Nc3 d5 Bb5 a6 Bxc6+ bxc6 d3 g6 h3 Bg7 e5 Qc7 Bf4 d4 Ne4 f5 Nxc5 Ne7 O-O Nd5 Bh2 f4 Re1 O-O Ng5 Bxe5 Ngxe6 Bxe6 Nxe6 Qd6 Nxf8 Rxf8 Qf3 Rf5 Re2 Nc7 Rae1 Ne6 g4 Ng5 Qh1 Nxh3+ Kf1 Rg5 f3 Bf6 Re6 Qc5 R1e2 Kg7 Qg2 Re5 R6xe5 Bxe5 Qxh3 Qb5 b3 Bd6 a4 Qc5 Qh4 Qa3 g5 Qc1+ Kf2 Qd1 Bxf4 Bb4 Qh6+ Kg8 Re8+ Kf7 Qf8+ Bxf8 Rc8 Qxc2+ Kg3 Qd1 Rxc6 Qg1+ Kh4 Qh1+ Kg4 Qg2+ Bg3 h5+ Kf4 Qd2+ Ke4 Qe3+ Kd5 Qxg5+ Be5 Qd8+ Ke4 Qa8 Kd5 Bg7 Bxg7 Kxg7 Kc5 Qf8+ Kxd4 Qf4+ Kc5 Qe5+ Kb6 h4 Kxa6 h3 Rc1 h2 Rh1 Qg3 b4 Qxf3 Rxh2 Qxd3+ b5 Qd6+ b6 Qxh2 Ka7 Qf2 a5 Kf7 a6 Qc5 Kb7 Qd5+ Ka7 Qc5 Kb7 Ke7 a7 Qd5+ Ka6 Qc6 Ka5 Kd7 Ka6 Kc8 Ka5 Kb7 a8=Q+ Kxa8 Ka6 Qa4#,
4440,e4 c5 Bc4 e6 Nf3 Nc6 a3 d5 exd5 exd5 Bb5 a6 Bxc6+ bxc6 O-O Nf6 d3 Be6 Bg5 Be7 Re1 h6 Bxf6 Bxf6 Nbd2 O-O h3 Qd6 c3 Rfe8 c4 Bxb2 Ra2 Bc3 cxd5 Bxd2 Qxd2 Bxd5 Rxe8+ Rxe8 Qa5 Bxf3 gxf3 Re1+ Kg2 Qg6+ Kh2 Qg1#,
4441,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 Nc3 a6 Bc4 e6 f4 b5 Bb3 Bb7 O-O b4 Na4 Bxe4 Qe2 Bb7 Be3 Nf6 Rad1 O-O Qd3 Be4 Qc4 d5 Qe2 Nbd7 Nc6 Qc7 Ne7+ Kh8 Bd4 Qd6,
4442,e4 e6 Nf3 h6 Nc3 d5 Bb5+ Bd7 Bxd7+ Nxd7 exd5 e5 O-O Ngf6 Re1 Be7,
4443,e4 e5 d4 exd4 Qxd4 Nc6 Qd3 Nf6 Bg5 h6 Bxf6 Qxf6 Nc3 Bb4 Ne2 Bc5 f3 O-O Nd5 Qh4+ g3 Qg5 Nxc7 Rb8 Nd5 Nb4 Nxb4 Bxb4+ c3 Bc5 Nf4 Re8 O-O-O f5 exf5 Re3 Qc4+ Kh8 Qxc5 Re6 fxe6 Qxc5 e7 Qxe7,
4444,e4 e5 Nf3 Nc6 Bb5 Bc5 Bxc6 dxc6 Nc3 h5 d3 f6 O-O Bg4 h3 f5 exf5 Qf6 Re1 O-O-O Ne4 Qe7 Nxc5 Qxc5 hxg4 hxg4 Nxe5 g3 Qe2 Nf6 Nf7 Rde8 Qd2 gxf2+ Kf1 Rh1#,
4445,e4 e5 f4 Nf6 fxe5 Nxe4 Qe2 Qh4+ g3 Qg5 Nf3 Qg6 d3 Nd6 exd6+ Qe6 Qxe6+ dxe6 dxc7 Na6 Be2 Nxc7 Be3 Nd5 Bd2 Bc5 c4 Ne3 Bxe3 Bxe3 Nc3 O-O Ne4 Bd7 Ne5 Bc6 Nxc6 bxc6 Rd1 a5 b3 a4 d4 axb3 axb3 Rad8 d5 cxd5 cxd5 exd5 Nc3 d4 Ne4 f5 Bc4+ Kh8 Nc5 Rf7 Ne6,
4446,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O Bd6 Nc3 Ne7 d3 h6 Bg5 hxg5 Nxg5 Ng6 Nf3 Bg4,
4447,e4 e5 Nf3,
4448,e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 Nf6 a3 Nc6 Bb5 Bd7 O-O a6 Bxc6 Bxc6 d3 O-O-O Bg5 Qf5 Re1 h6 Re5 Bxf3 Rxf5 Bxd1 Bxf6 Bxc2 Bxe7 Bxe7 Rxf7 Bf6 d4 Rxd4 Rc1 Bb3 Ne2 Rd2 Rcxc7+ Kb8 Rxb7+ Ka8 Ng3 Rd1+ Nf1 Bc4 Ra7+ Kb8 Rab7+ Ka8 Ra7+ Kb8 Rab7+ Ka8,
4449,e4 e5 Nf3 Nc6 Bb5 d6 Nc3 Bd7 d3 h6 d4 a6 Bxc6 Bxc6 dxe5 dxe5 Nxe5 Qxd1+ Nxd1 Bxe4 c4 Bb4+ Bd2 Bxd2+ Kxd2 O-O-O+ Ke3 Bxg2 Rg1 Re8 Kf4 g5+ Kf5 f6 Kg6 Be4+ Kf7 Rxe5 Kg7 Rh7+ Kxg8 Re8#,
4450,e4 d5 Nc3 e6 e5 Bc5 d4 Bb4 Nf3 Nc6 a3 Ba5 Bg5 Nge7 b4 Bb6 Nb5 Nf5 Bxd8 Kxd8 Ng5,
4451,e4 e5 d4 exd4 Qxd4 d6 Qe5+ Ne7 Qd4 g6 Bg5 Bg7 Qxg7 Rg8 Qxh7 f6 Bxf6 Kd7 Bxe7 Qxe7 Qxg8 b6 Be2 Qe8 Qh7+ Qe7 Qh8 Bb7 Bg4+ Kc6 Qd4 Na6 Qc4+ Nc5 Nc3 Qxe4+ Nxe4 d5 Qe2 dxe4 Rd1 Rc8 Bxc8 Bxc8 Qd2 Bg4,
4452,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 Nc6 Nf3 Qd6 O-O Bg4 d3 Qe6 Be3 h5 d4 Qh6 Bxh6 Rxh6 Ne5 Nxe5 Bxg4,
4453,d4 d5 c4 e6 e3 Bb4+ Bd2 Nc6 Bxb4 Nxb4 Qd2 Qd6 a3 Na6 Nc3 Bd7 Be2 dxc4 Bxc4 Qc6 d5 Qd6 Nf3 Nf6 dxe6 Bxe6 Bxe6 Qxe6 O-O Qb3 Nd4 Qb6 b4 Nxb4 axb4 Qxb4 Rfe1 Rd8 Rab1 Qd6 Rxb7 h5 e4 Rh6 e5 Qd7 exf6+ Kf8 fxg7+ Kxg7 Qg5+ Kh7 Nf5 h4 Qg7#,
4454,e4 d5 d3 e6 f4 Bb4+ Bd2 a5 Nh3 d4 Be2 Bd7 O-O Nf6 a3 Bc5 e5 Nh5 Bxh5 O-O b4 Qh4 g3 Qe7 bxc5 g6 Bf3 Qxc5 Ng5 Nc6 Bxc6 bxc6 a4 Rae8 c3 dxc3+ Kg2 cxd2 Qxd2 Bc8 Ne4 Ba6 Nxc5 Bc8 Qxa5 Re7 Nc3 Rd8 N3e4 Rd4 Nf6+ Kh8 Qa8 Rd8 d4 h5 Nb7 Rxd4 Qxc8+ Kg7 Qg8+ Kh6 Qh8#,
4455,e4 e5 Nf3 Nc6 Nh4 Nf6 Bc4 Nxe4 Nf5 d5 d3 Bxf5 O-O dxc4 dxc4 Qxd1 Rxd1 Bc5 Rd5 Nxf2 Rxc5 Ne4 Rxe5+ Nxe5 Nc3 O-O-O Bf4 Nxc4 a3 Nxc3 Bg5 Bxc2 Bxd8 Rxd8 Kf2 Nd1+ Kg3 Ndxb2 Rc1 Rd3+ Kg4 Ne5+ Kf4 Rc3 Kxe5 f6+ Kf4 g5+ Kg4 Bf5+ Kxf5 Rxc1 Kxf6 h6 Ke6 h5 Kf5 g4 Kg5 Rc5+ Kh4 Nd3 Kg3 Rc3 Kh4 Rc5 Kg3 b5 Kh4 b4 axb4 Nxb4 Kg3 a5 Kh4 a4 Kg3 a3 Kf2 a2 h4 a1=Q Kg3 Qh1 Kf4 Qxh4 Ke3 Re5+ Kd2 Qe1#,
4456,e4 e5 Bb5 c6 Qh5 Bd6 d4 Nf6 Qxe5+ Bxe5 dxe5 Nxe4 Bxc6 dxc6 Bd2 Nxd2 Nxd2 O-O Nb3 Re8 Rd1 Rxe5+ Kf1 Qxd1#,
4457,e4 e5 d3 Bb4+ Bd2 Bc5 b4 Bd6 c4 Qf6 c5 Be7 Nf3 Na6 Bg5 Qe6 Qb3 Qxb3 axb3 Nxb4 Bxe7 Kxe7 Na3 Nxd3+ Bxd3 Nf6 Nxe5 Nxe4 Bxe4 Rd8 O-O Kf8 Bxh7 Re8 Rae1 d5 cxd6 Bg4 Nxg4 Rxe1 Rxe1 cxd6 Nb5 d5 Nd6 Rc8 Bf5 Rd8 Nxb7 Re8 Rxe8+ Kxe8 Nd6+ Kf8 Nb5 d4 Nxa7 d3 Bxd3 f5 Ne5 f4 f3 g5 b4 g4 fxg4 f3 gxf3 Kg7 b5 Kf6 Nac6 Kg5 Kg2 Kf4 b6 Ke3 b7 Kd2 b8=Q Ke1 Qb1+ Kd2 g5 Kc3 g6 Kd2 g7 Kc3 g8=Q,
4458,e4 e5 f4 Qh4+ g3 Qf6 f5 Bc5 Nf3 g6 Nc3 gxf5 Nd5 Qe6 Nxc7+ Kf8 Nxe6+ fxe6 Nxe5 Nf6 d4 Rg8 Bh6+ Ke8 dxc5 Na6 Bxa6 bxa6 Qd6 Rg7 Bxg7 Nxe4 Qf8#,
